the_date,winner,loser,dma_name,day_of_week,total_wins,avg_wins,stddev_wins,n_periods,zscore
2025-07-15,Verizon FWA,Spectrum,"Santa Barbara-Santa Maria-San Luis Obispo, CA",2,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-07-15,Verizon FWA,Spectrum,"Buffalo, NY",2,3.0,1.5,0.5773502691896257,4,2.598076211353316
2025-07-15,Verizon FWA,Spectrum,"Chattanooga, TN",2,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-15,Verizon FWA,Spectrum,"Dallas-Ft. Worth, TX",2,3.0,7.833333333333333,1.8348478592697182,6,-2.634187520733753
2025-07-15,Vexus Fiber,Spectrum,"Wichita Falls, TX & Lawton, OK",2,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-07-15,Vexus Fiber,Altice,"Lubbock, TX",2,3.0,1.0,0.7071067811865476,5,2.82842712474619
2025-07-15,Vyve Broadband,Windstream,"Albany, GA",2,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-15,WOW!,Comcast,"Panama City, FL",2,2.0,0.6,0.5477225575051661,5,2.556038601690775
2025-07-15,Windstream,Armstrong,"Erie, PA",2,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-07-15,Windstream,Spectrum,"Macon, GA",2,0.0,1.75,0.5,4,-3.5
2025-07-15,Wyyerd Communications,Comcast,"Phoenix, AZ",2,2.0,0.4,0.5477225575051662,5,2.9211869733608857
2025-07-15,Ziply Fiber,T-Mobile FWA,"Spokane, WA",2,2.0,0.2857142857142857,0.4879500364742666,7,3.5132402626147194
2025-07-15,Ziply Fiber,Starlink,"Spokane, WA",2,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-15,i3 Broadband,Comcast,"Peoria-Bloomington, IL",2,5.0,0.75,0.9574271077563381,4,4.438980226870295
2025-07-16,AT&T,Astound Broadband,"Dallas-Ft. Worth, TX",3,0.0,1.6,0.5477225575051662,5,-2.9211869733608857
2025-07-16,AT&T,Spectrum,"San Antonio, TX",3,9.0,21.0,4.195235392680606,6,-2.8603877677367775
2025-07-16,AT&T,Comcast,"Biloxi-Gulfport, MS",3,0.0,3.0,1.0,5,-3.0
2025-07-16,AT&T,Spectrum,"Knoxville, TN",3,11.0,3.142857142857143,2.9113897843110044,7,2.6987601933219985
2025-07-16,AT&T,Spectrum,"Madison, WI",3,2.0,0.6,0.5477225575051661,5,2.556038601690775
2025-07-16,AT&T,Spectrum,"Orlando-Daytona Beach-Melbourne, FL",3,25.0,18.166666666666668,1.7224014243685084,6,3.96732912354544
2025-07-16,AT&T,Millennium Telcom,"Dallas-Ft. Worth, TX",3,0.0,1.6666666666666667,0.5773502691896258,3,-2.8867513459481287
2025-07-16,AT&T,Frontier,"Detroit, MI",3,3.0,0.75,0.5,4,4.5
2025-07-16,AT&T,Spectrum,"Monterey-Salinas, CA",3,3.0,1.0,0.7071067811865476,5,2.82842712474619
2025-07-16,AT&T,Spectrum,"Nashville, TN",3,10.0,2.7142857142857144,2.4299715851758235,7,2.9982713913862984
2025-07-16,AT&T,Verizon FWA,"Knoxville, TN",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,AT&T,Google Fiber,"Kansas City, MO",3,3.0,0.9166666666666666,0.7929614610987591,12,2.6272819494235993
2025-07-16,AT&T,Comcast,"Detroit, MI",3,7.0,18.166666666666668,3.3115957885386114,6,-3.371989632706489
2025-07-16,AT&T,CTV Beam,"Columbus, GA",3,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-07-16,AT&T,T-Mobile FWA,"Houston, TX",3,0.0,8.0,1.6733200530681511,6,-4.780914437337574
2025-07-16,AT&T,Cox Communications,"Indianapolis, IN",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,AT&T,Guadalupe Valley Telephone Cooperative,"San Antonio, TX",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,AT&T,Comcast,"Charleston, SC",3,0.0,2.8333333333333335,0.9831920802501751,6,-2.881769890388444
2025-07-16,AT&T,Cox Communications,"Houston, TX",3,0.0,1.3333333333333333,0.5163977794943223,6,-2.5819888974716108
2025-07-16,AT&T,Spectrum,"Austin, TX",3,19.0,9.333333333333334,1.505545305418162,6,6.4207079201656905
2025-07-16,AT&T,Verizon,"San Francisco-Oakland-San Jose, CA",3,3.0,0.6666666666666666,0.816496580927726,6,2.8577380332470415
2025-07-16,All West Communications,CenturyLink,"Salt Lake City, UT",3,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-16,Altice,Spectrum,"Phoenix, AZ",3,3.0,0.6666666666666666,0.816496580927726,6,2.8577380332470415
2025-07-16,Altice,AT&T,"Lubbock, TX",3,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-07-16,Altice,Spectrum,"Tyler-Longview, TX",3,4.0,1.6666666666666667,0.816496580927726,6,2.8577380332470406
2025-07-16,Altice,T-Mobile FWA,"Dallas-Ft. Worth, TX",3,3.0,0.6666666666666666,0.5163977794943223,6,4.51848057057532
2025-07-16,Altice,AT&T,"Dallas-Ft. Worth, TX",3,5.0,2.1666666666666665,0.752772652709081,6,3.7638632635454052
2025-07-16,Altice,Service Electric,"New York, NY",3,3.0,1.0833333333333333,0.6685579234215214,12,2.866867027553304
2025-07-16,Astound Broadband,Cox Communications,"Chicago, IL",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Astound Broadband,Spectrum,"Waco-Temple-Bryan, TX",3,0.0,1.5,0.5477225575051661,6,-2.7386127875258306
2025-07-16,Astound Broadband,Spectrum,"Portland, OR",3,2.0,0.6666666666666666,0.5163977794943222,6,2.5819888974716116
2025-07-16,Astound Broadband,AT&T,"Austin, TX",3,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-07-16,Atlantic Broadband,Spectrum,"Augusta, GA-Aiken, SC",3,2.0,0.5,0.5345224838248488,8,2.806243040080456
2025-07-16,Atlantic Telephone Cooperative,AT&T,"Wilmington, NC",3,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-16,Brightspeed,Spectrum,"Youngstown, OH",3,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-16,C Spire Fiber,Spectrum,"Dothan, AL",3,3.0,1.0,0.7071067811865476,5,2.82842712474619
2025-07-16,Cable One,AT&T,"Greenwood-Greenville, MS",3,4.0,1.25,0.5,4,5.5
2025-07-16,CenturyLink,Spectrum,"Tucson, AZ",3,2.0,0.6,0.5477225575051662,5,2.5560386016907746
2025-07-16,CenturyLink,Cox Communications,"Omaha, NE",3,4.0,0.75,0.8864052604279183,8,3.6664944863154805
2025-07-16,CenturyLink,Verizon FWA,"Phoenix, AZ",3,4.0,0.5,0.8366600265340756,6,4.183300132670378
2025-07-16,Comcast,Spectrum,"Peoria-Bloomington, IL",3,3.0,1.3333333333333333,0.5163977794943222,6,3.2274861218395148
2025-07-16,Comcast,AT&T,"Monroe, LA-El Dorado, AR",3,0.0,1.3333333333333333,0.5163977794943223,6,-2.5819888974716108
2025-07-16,Comcast,Frontier,"Santa Barbara-Santa Maria-San Luis Obispo, CA",3,4.0,1.1666666666666667,0.752772652709081,6,3.7638632635454043
2025-07-16,Comcast,Hotwire Fision,"Ft. Myers-Naples, FL",3,2.0,0.6,0.5477225575051661,5,2.556038601690775
2025-07-16,Comcast,Spectrum,"Kansas City, MO",3,3.0,0.7777777777777778,0.8333333333333334,9,2.6666666666666665
2025-07-16,Comcast,Cable One,"San Francisco-Oakland-San Jose, CA",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Comcast,Frontier,"Denver, CO",3,0.0,1.6,0.5477225575051661,5,-2.921186973360886
2025-07-16,Comcast,Mediacom,"Minneapolis-St. Paul, MN",3,0.0,2.5,0.5773502691896257,4,-4.330127018922194
2025-07-16,Comcast,Mediacom,"Seattle-Tacoma, WA",3,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-07-16,Comcast,Starlink,"Seattle-Tacoma, WA",3,5.0,2.0,1.0954451150103321,6,2.7386127875258306
2025-07-16,Comcast,Mediacom,"Sacramento-Stockton-Modesto, CA",3,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-07-16,Comcast,T-Mobile FWA,"Hartford & New Haven, CT",3,0.0,3.3333333333333335,1.2110601416389966,6,-2.752409412815902
2025-07-16,Comcast,T-Mobile FWA,"Jackson, MS",3,2.0,0.3333333333333333,0.5163977794943223,6,3.227486121839514
2025-07-16,Comcast,Spectrum,"Louisville, KY",3,2.0,0.5,0.5477225575051662,6,2.73861278752583
2025-07-16,Comcast,Spectrum,"Harrisburg-Lancaster-Lebanon-York, PA",3,1.0,7.666666666666667,1.96638416050035,6,-3.390317518104052
2025-07-16,Comcast,T-Mobile FWA,"Washington, DC",3,8.0,1.5416666666666667,1.4440030912488493,24,4.472520434667373
2025-07-16,Comcast,T-Mobile FWA,"Springfield-Holyoke, MA",3,2.0,0.6666666666666666,0.5163977794943223,6,2.581988897471611
2025-07-16,Comcast,Starlink,"Boston, MA",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Comcast,Tachus,"Houston, TX",3,0.0,2.0,0.7071067811865476,5,-2.82842712474619
2025-07-16,Comcast,Verizon,"Roanoke-Lynchburg, VA",3,3.0,0.4,0.5477225575051661,5,4.74692883171144
2025-07-16,Comcast,Service Electric,"New York, NY",3,2.0,0.25,0.5,4,3.5
2025-07-16,Comcast,Starlink,"Miami-Ft. Lauderdale, FL",3,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-07-16,Comcast,Spectrum,"Monterey-Salinas, CA",3,7.0,1.6666666666666667,1.505545305418162,6,3.542459542160381
2025-07-16,Comcast,Starlink,"Grand Rapids-Kalamazoo-Battle Creek, MI",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Comcast,Google Fiber,"San Francisco-Oakland-San Jose, CA",3,0.0,1.6666666666666667,0.5773502691896258,3,-2.8867513459481287
2025-07-16,Comcast,Verizon,"Jacksonville, FL",3,3.0,0.7142857142857143,0.7559289460184545,7,3.0237157840738176
2025-07-16,Comcast,Altice,"Nashville, TN",3,3.0,0.5,0.5773502691896257,4,4.330127018922194
2025-07-16,Comcast,Altice,"Washington, DC",3,2.0,0.2857142857142857,0.46880723093849547,14,3.6566964013202643
2025-07-16,Comcast,Altice,"San Francisco-Oakland-San Jose, CA",3,4.0,1.0,0.6324555320336759,6,4.743416490252569
2025-07-16,Comcast,AT&T,"Ft. Wayne, IN",3,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-07-16,Comcast,CenturyLink,"El Paso, TX",3,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-16,Comcast,Cox Communications,"Portland, OR",3,0.0,2.2222222222222223,0.6666666666666666,9,-3.3333333333333335
2025-07-16,Comcast,Surf Internet,"Chicago, IL",3,2.0,0.5,0.5477225575051662,6,2.73861278752583
2025-07-16,Comcast,T-Mobile FWA,"South Bend-Elkhart, IN",3,2.0,0.5,0.5270462766947299,10,2.846049894151541
2025-07-16,Comcast,Verizon FWA,"Philadelphia, PA",3,3.0,0.6470588235294118,0.6063390625908324,17,3.880570000581328
2025-07-16,Comcast,Verizon,"Providence, RI-New Bedford, MA",3,0.0,3.0,1.0954451150103321,6,-2.7386127875258306
2025-07-16,Comcast,Verizon FWA,"Boston, MA",3,3.0,0.7692307692307693,0.7250110520819842,13,3.076876172250372
2025-07-16,Comcast,Verizon FWA,"Wilkes Barre-Scranton-Hazleton, PA",3,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-16,Comcast,T-Mobile FWA,"Champaign & Springfield-Decatur, IL",3,3.0,1.0,0.7071067811865476,5,2.82842712474619
2025-07-16,Comcast,Frontier,"Jacksonville, FL",3,4.0,1.0,0.6324555320336759,6,4.743416490252569
2025-07-16,Comcast,AT&T,"West Palm Beach-Ft. Pierce, FL",3,8.0,17.666666666666668,3.7771241264574122,6,-2.5592663473660036
2025-07-16,Comcast,Frontier,"Miami-Ft. Lauderdale, FL",3,0.0,2.2,0.8366600265340756,5,-2.6295029405356662
2025-07-16,Comcast,Brightspeed,"Minneapolis-St. Paul, MN",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Comporium,Comcast,"Charlotte, NC",3,3.0,0.6,0.8944271909999159,5,2.6832815729997477
2025-07-16,Conexon Connect,Comcast,"Atlanta, GA",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Cox Communications,AT&T,"Topeka, KS",3,3.0,0.8333333333333334,0.752772652709081,6,2.8782483780053094
2025-07-16,Cox Communications,Spectrum,"Roanoke-Lynchburg, VA",3,2.0,0.4,0.5477225575051661,5,2.921186973360886
2025-07-16,Cox Communications,Starlink,"Phoenix, AZ",3,4.0,1.6666666666666667,0.816496580927726,6,2.8577380332470406
2025-07-16,Cox Communications,Spectrum,"Omaha, NE",3,3.0,0.7777777777777778,0.6666666666666666,9,3.3333333333333335
2025-07-16,Cox Communications,Comcast,"Baton Rouge, LA",3,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-16,Cox Communications,AT&T,"Baton Rouge, LA",3,1.0,3.8333333333333335,0.983192080250175,6,-2.8817698903884446
2025-07-16,Cox Communications,Verizon FWA,"Oklahoma City, OK",3,4.0,1.3333333333333333,0.816496580927726,6,3.2659863237109046
2025-07-16,Cox Communications,Verizon FWA,"Norfolk-Portsmouth-Newport News, VA",3,3.0,1.0,0.6324555320336759,6,3.162277660168379
2025-07-16,Cox Communications,AT&T,"Norfolk-Portsmouth-Newport News, VA",3,2.0,0.8333333333333334,0.408248290463863,6,2.8577380332470406
2025-07-16,Douglas FastNet,Spectrum,"Eugene, OR",3,5.0,1.0,0.7071067811865476,5,5.65685424949238
2025-07-16,EPB Fiber,Verizon FWA,"Chattanooga, TN",3,2.0,0.4,0.5477225575051661,5,2.921186973360886
2025-07-16,Frontier,Comcast,"Terre Haute, IN",3,3.0,0.6,0.5477225575051661,5,4.3817804600413295
2025-07-16,Frontier,Verizon,"Los Angeles, CA",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Frontier,Verizon FWA,"Hartford & New Haven, CT",3,2.0,0.5,0.5477225575051661,6,2.7386127875258306
2025-07-16,Frontier,Spectrum,"San Francisco-Oakland-San Jose, CA",3,3.0,0.5,0.5773502691896257,4,4.330127018922194
2025-07-16,Frontier,Comcast,"Wilkes Barre-Scranton-Hazleton, PA",3,0.0,2.8333333333333335,0.752772652709081,6,-3.7638632635454052
2025-07-16,Frontier,Spectrum,"Cleveland-Akron, OH",3,0.0,4.5,1.224744871391589,6,-3.6742346141747673
2025-07-16,Frontier,Spectrum,"Knoxville, TN",3,5.0,1.3333333333333333,1.3662601021279464,6,2.6837252006084666
2025-07-16,Frontier,Spectrum,"Columbus, OH",3,6.0,2.1666666666666665,1.4719601443879746,6,2.60423717853257
2025-07-16,Frontier,Comcast,"Sacramento-Stockton-Modesto, CA",3,0.0,1.6666666666666667,0.5163977794943223,6,-3.227486121839514
2025-07-16,Frontier,Spectrum,"Tampa-St. Petersburg, FL",3,35.0,45.5,4.183300132670377,6,-2.509980079602227
2025-07-16,Frontier,Spectrum,"New York, NY",3,3.0,1.2222222222222223,0.6666666666666666,9,2.6666666666666665
2025-07-16,Frontier,Spectrum,"San Antonio, TX",3,3.0,0.75,0.5,4,4.5
2025-07-16,General Communications,Starlink,"Fairbanks, AK",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,GoNetspeed,Spectrum,"Rochester, NY",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,GoSEMO Fiber,Spectrum,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",3,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-07-16,Google Fiber,Comcast,"San Antonio, TX",3,2.0,0.2,0.4472135954999579,5,4.024922359499621
2025-07-16,Google Fiber,Spectrum,"Austin, TX",3,1.0,7.666666666666667,1.9663841605003498,6,-3.3903175181040526
2025-07-16,Google Fiber,Central Utah Telephone,"Salt Lake City, UT",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Hiawatha (MN),Spectrum,"La Crosse-Eau Claire, WI",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Horry,Altice,"Myrtle Beach-Florence, SC",3,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-16,Hotwire Fision,Comcast,"Miami-Ft. Lauderdale, FL",3,5.0,2.3333333333333335,0.816496580927726,6,3.265986323710904
2025-07-16,Hughes,AT&T,"Atlanta, GA",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Mediacom,Comcast,"Minneapolis-St. Paul, MN",3,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-07-16,Mediacom,AT&T,"Albany, GA",3,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-16,Mediacom,AT&T,"Davenport, IA-Rock Island-Moline, IL",3,2.0,0.6,0.5477225575051661,5,2.556038601690775
2025-07-16,Metronet,CenturyLink,"Des Moines-Ames, IA",3,0.0,3.1666666666666665,0.752772652709081,6,-4.206670706315452
2025-07-16,Mid-Hudson Cablevision,Spectrum,"Albany-Schenectady-Troy, NY",3,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-16,Midcontinent,Arvig,"Fargo, ND",3,2.0,0.6666666666666666,0.5163977794943223,6,2.581988897471611
2025-07-16,Midcontinent,Comcast,"Sioux Falls, SD",3,2.0,0.5,0.5477225575051662,6,2.73861278752583
2025-07-16,Midcontinent,Cox Communications,"Kansas City, MO",3,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-16,Midwest Energy & Communications,Comcast,"South Bend-Elkhart, IN",3,3.0,0.5714285714285714,0.7867957924694432,7,3.0866604166108926
2025-07-16,Oklahoma Electric Cooperative,Cox Communications,"Oklahoma City, OK",3,2.0,0.6666666666666666,0.5163977794943223,6,2.581988897471611
2025-07-16,Peoples Communications (TX),Altice,"Tyler-Longview, TX",3,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-07-16,SRT Communications,Spectrum,"Minot-Bismarck-Dickinson, ND",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Sonic,Spectrum,"San Francisco-Oakland-San Jose, CA",3,2.0,0.8333333333333334,0.408248290463863,6,2.8577380332470406
2025-07-16,Spectrum,Cox Communications,"Portland-Auburn, ME",3,0.0,1.1666666666666667,0.408248290463863,6,-2.8577380332470415
2025-07-16,Spectrum,AT&T,"Dallas-Ft. Worth, TX",3,26.0,46.666666666666664,7.393691004272944,6,-2.79517586746904
2025-07-16,Spectrum,Comcast,"Watertown, NY",3,4.0,1.0,0.8944271909999159,6,3.3541019662496847
2025-07-16,Spectrum,Altice,"Portland-Auburn, ME",3,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-16,Spectrum,Comcast,"San Francisco-Oakland-San Jose, CA",3,3.0,1.25,0.5,4,3.5
2025-07-16,Spectrum,Comcast,"Columbus, OH",3,14.0,8.166666666666666,1.9407902170679514,6,3.005648566255678
2025-07-16,Spectrum,Mediacom,"Orlando-Daytona Beach-Melbourne, FL",3,3.0,1.5,0.5773502691896257,4,2.598076211353316
2025-07-16,Spectrum,AT&T,"Columbia, SC",3,1.0,4.5,1.224744871391589,6,-2.8577380332470415
2025-07-16,Spectrum,Altice,"Norfolk-Portsmouth-Newport News, VA",3,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-07-16,Spectrum,Gateway Fiber,"St. Louis, MO",3,3.0,0.5714285714285714,0.7867957924694432,7,3.0866604166108926
2025-07-16,Spectrum,Cox Communications,"Traverse City-Cadillac, MI",3,3.0,1.2,0.4472135954999579,5,4.024922359499621
2025-07-16,Spectrum,Comcast,"Wilmington, NC",3,8.0,3.3333333333333335,0.816496580927726,6,5.715476066494081
2025-07-16,Spectrum,Verizon FWA,"Dayton, OH",3,2.0,0.5,0.5477225575051661,6,2.7386127875258306
2025-07-16,Spectrum,Windstream,"Lexington, KY",3,2.0,6.666666666666667,1.3662601021279466,6,-3.415650255319866
2025-07-16,Spectrum,Cox Communications,"Milwaukee, WI",3,0.0,2.1666666666666665,0.752772652709081,6,-2.8782483780053094
2025-07-16,Spectrum,Race Communications,"Los Angeles, CA",3,1.0,3.1666666666666665,0.752772652709081,6,-2.8782483780053094
2025-07-16,Spectrum,T-Mobile FWA,"Green Bay-Appleton, WI",3,2.0,0.3333333333333333,0.5163977794943222,6,3.2274861218395148
2025-07-16,Spectrum,Verizon FWA,"Norfolk-Portsmouth-Newport News, VA",3,2.0,0.2,0.4472135954999579,5,4.024922359499621
2025-07-16,Spectrum,T-Mobile FWA,"Lexington, KY",3,3.0,0.4,0.894427190999916,5,2.9068883707497264
2025-07-16,Spectrum,Frontier,"Clarksburg-Weston, WV",3,2.0,0.25,0.5,4,3.5
2025-07-16,Spectrum,Verizon FWA,"Albany-Schenectady-Troy, NY",3,2.0,0.5,0.5270462766947299,10,2.846049894151541
2025-07-16,Spectrum,Verizon FWA,"Wausau-Rhinelander, WI",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Spectrum,Windstream,"Cincinnati, OH",3,3.0,0.5,0.5345224838248488,8,4.677071733467426
2025-07-16,Spectrum,Verizon,"Honolulu, HI",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Spectrum,Cincinnati Bell,"Los Angeles, CA",3,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-07-16,Spectrum,Windstream,"Charlotte, NC",3,0.0,6.857142857142857,2.734262327610589,7,-2.507858440610986
2025-07-16,Spectrum,Comcast,"Greensboro-High Point-Winston Salem, NC",3,2.0,10.833333333333334,2.786873995477131,6,-3.169620638632788
2025-07-16,Spectrum,AT&T,"Orlando-Daytona Beach-Melbourne, FL",3,11.0,24.333333333333332,4.633213427705082,6,-2.87777231534477
2025-07-16,Spectrum,Altice,"Dallas-Ft. Worth, TX",3,9.0,4.333333333333333,1.632993161855452,6,2.8577380332470415
2025-07-16,Spectrum,CenturyLink,"San Diego, CA",3,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-07-16,Spectrum,Verizon,"Burlington, VT-Plattsburgh, NY",3,0.0,1.3333333333333333,0.5163977794943223,6,-2.5819888974716108
2025-07-16,Spectrum,Windstream,"Louisville, KY",3,4.0,1.4285714285714286,0.5345224838248488,7,4.810702354423638
2025-07-16,Spectrum,Verizon FWA,"St. Louis, MO",3,0.0,0.8888888888888888,0.3333333333333333,9,-2.6666666666666665
2025-07-16,Spectrum,Comcast,"Grand Junction-Montrose, CO",3,3.0,0.5,0.8366600265340756,6,2.988071523335984
2025-07-16,Spectrum,Buckeye,"Toledo, OH",3,2.0,0.25,0.5,4,3.5
2025-07-16,Spectrum,T-Mobile FWA,"Wichita-Hutchinson, KS Plus",3,2.0,0.6666666666666666,0.5163977794943222,6,2.5819888974716116
2025-07-16,Spectrum,Ziply Fiber,"Yakima-Pasco-Richland-Kennewick, WA",3,4.0,1.3333333333333333,0.816496580927726,6,3.2659863237109046
2025-07-16,Spectrum,Cox Communications,"Portland, OR",3,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-07-16,Spectrum,Cox Communications,"Montgomery-Selma, AL",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,Spectrum,Comcast,"Kansas City, MO",3,4.0,1.4166666666666667,0.9962049198956219,12,2.5931746388122674
2025-07-16,Spectrum,Sandhill Telephone Cooperative,"Charlotte, NC",3,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-16,Spectrum,Verizon FWA,"New Orleans, LA",3,3.0,0.5,0.5477225575051662,6,4.564354645876383
2025-07-16,Spectrum,AT&T,"Madison, WI",3,5.0,1.5,0.5477225575051661,6,6.390096504226938
2025-07-16,Spectrum,Cox Communications,"New Orleans, LA",3,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-16,Spectrum,Verizon FWA,"Honolulu, HI",3,3.0,0.8,0.8366600265340756,5,2.6295029405356662
2025-07-16,Sprout Fiber Internet,Spectrum,"Birmingham, AL",3,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-07-16,Starlink,Spectrum,"Tampa-St. Petersburg, FL",3,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-07-16,T-Mobile FWA,Cox Communications,"Baton Rouge, LA",3,5.0,1.6666666666666667,0.816496580927726,6,4.0824829046386295
2025-07-16,T-Mobile FWA,Spectrum,"Tyler-Longview, TX",3,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-07-16,T-Mobile FWA,Comcast,"Shreveport, LA",3,5.0,0.8888888888888888,0.3333333333333333,9,12.333333333333332
2025-07-16,T-Mobile FWA,Brightspeed,"Columbia-Jefferson City, MO",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,T-Mobile FWA,Cox Communications,"Seattle-Tacoma, WA",3,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-07-16,T-Mobile FWA,AT&T,"Knoxville, TN",3,0.0,1.4,0.5477225575051662,5,-2.5560386016907746
2025-07-16,T-Mobile FWA,Comcast,"Sacramento-Stockton-Modesto, CA",3,4.0,9.0,1.0954451150103321,6,-4.564354645876384
2025-07-16,T-Mobile FWA,Verizon,"Orlando-Daytona Beach-Melbourne, FL",3,0.0,1.3333333333333333,0.5163977794943223,6,-2.5819888974716108
2025-07-16,T-Mobile FWA,Spectrum,"Indianapolis, IN",3,0.0,3.5,1.224744871391589,6,-2.8577380332470415
2025-07-16,T-Mobile FWA,Spectrum,"Phoenix, AZ",3,7.0,3.3333333333333335,1.2110601416389968,6,3.0276503540974913
2025-07-16,T-Mobile FWA,Cox Communications,"Phoenix, AZ",3,7.0,12.0,0.8944271909999159,6,-5.5901699437494745
2025-07-16,T-Mobile FWA,AT&T,"Wichita-Hutchinson, KS Plus",3,7.0,3.3333333333333335,1.3662601021279464,6,2.683725200608466
2025-07-16,T-Mobile FWA,AT&T,"Minneapolis-St. Paul, MN",3,2.0,0.25,0.5,4,3.5
2025-07-16,T-Mobile FWA,Comcast,"Biloxi-Gulfport, MS",3,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-07-16,T-Mobile FWA,Altice,"Tampa-St. Petersburg, FL",3,4.0,1.25,0.5,4,5.5
2025-07-16,T-Mobile FWA,Altice,"Chicago, IL",3,3.0,1.0,0.7071067811865476,5,2.82842712474619
2025-07-16,T-Mobile FWA,Verizon,"Providence, RI-New Bedford, MA",3,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-07-16,T-Mobile FWA,Verizon FWA,"San Antonio, TX",3,2.0,0.6,0.5477225575051662,5,2.5560386016907746
2025-07-16,T-Mobile FWA,Verizon,"Dallas-Ft. Worth, TX",3,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-07-16,T-Mobile FWA,AT&T,"Detroit, MI",3,1.0,3.6666666666666665,0.816496580927726,6,-3.265986323710904
2025-07-16,T-Mobile FWA,Spectrum,"Corpus Christi, TX",3,0.0,2.0,0.6324555320336759,6,-3.162277660168379
2025-07-16,Verizon,Comcast,"Providence, RI-New Bedford, MA",3,5.0,1.75,1.2880570286640687,12,2.523180206835093
2025-07-16,Verizon,Altice,"Washington, DC",3,2.0,0.4,0.5163977794943222,10,3.098386676965934
