the_date,winner,loser,dma_name,day_of_week,total_wins,avg_wins,stddev_wins,n_periods,zscore
2025-06-22,Comcast,AT&T,"Philadelphia, PA",0,14.0,3.8181818181818183,3.1565228279922772,11,3.2256437658315242
2025-06-22,Comcast,Brightspeed,"Harrisburg-Lancaster-Lebanon-York, PA",0,6.0,3.0,1.0,3,3.0
2025-06-22,Comcast,Windstream,"Harrisburg-Lancaster-Lebanon-York, PA",0,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-06-22,Comcast,Windstream,"Miami-Ft. Lauderdale, FL",0,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-22,Comcast,AT&T,"Denver, CO",0,18.0,9.333333333333334,0.5773502691896258,3,15.011106998930266
2025-06-22,Comcast,Altice,"Baltimore, MD",0,5.0,0.5,0.7071067811865476,2,6.363961030678928
2025-06-22,Comcast,Cox Communications,"Philadelphia, PA",0,6.0,1.3333333333333333,1.0,9,4.666666666666667
2025-06-22,Comcast,Cox Communications,"Huntsville-Decatur, AL",0,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-22,Comcast,Starlink,"Detroit, MI",0,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-22,Comcast,Spectrum,"Wheeling, WV-Steubenville, OH",0,5.0,0.14285714285714285,0.37796447300922725,7,12.850792082313724
2025-06-22,Comcast,Altice,"Philadelphia, PA",0,6.0,1.8888888888888888,1.536590742882148,9,2.6754756464300926
2025-06-22,Comcast,T-Mobile FWA,"Harrisburg-Lancaster-Lebanon-York, PA",0,3.0,6.333333333333333,1.1547005383792517,3,-2.886751345948128
2025-06-22,Comcast,US Internet Corp,"Minneapolis-St. Paul, MN",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Comcast,Frontier,"Houston, TX",0,8.0,3.3333333333333335,0.5773502691896257,3,8.08290376865476
2025-06-22,Comcast,Mediacom,"Houston, TX",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Comcast,Spectrum,"Indianapolis, IN",0,18.0,14.333333333333334,0.5773502691896258,3,6.350852961085882
2025-06-22,Comcast,TDS Telecom,"Seattle-Tacoma, WA",0,4.0,1.0,1.0,3,3.0
2025-06-22,Comcast,Verizon,"Denver, CO",0,6.0,1.3333333333333333,0.5773502691896257,3,8.082903768654761
2025-06-22,Comcast,Altice,"Washington, DC",0,4.0,0.8888888888888888,0.7817359599705715,9,3.9797467053047284
2025-06-22,Comcast,Spectrum,"Houston, TX",0,55.0,30.333333333333332,5.507570547286101,3,4.478683741749139
2025-06-22,Comcast,Frontier,"Washington, DC",0,4.0,0.75,0.4629100498862757,8,7.020802423275183
2025-06-22,Comcast,CenturyLink,"El Paso, TX",0,4.0,1.0,1.0,3,3.0
2025-06-22,Comcast,AT&T,"Boston, MA",0,18.0,5.166666666666667,3.65604522218567,6,3.510168106088486
2025-06-22,Comcast,AT&T,"Tucson, AZ",0,4.0,1.3333333333333333,0.5773502691896258,3,4.618802153517006
2025-06-22,Comcast,Altice,"New York, NY",0,23.0,5.857142857142857,6.20291790016525,7,2.763676292152834
2025-06-22,Comcast,Cox Communications,"Colorado Springs-Pueblo, CO",0,3.0,1.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Comcast,Cox Communications,"Albuquerque-Santa Fe, NM",0,0.0,2.6666666666666665,0.5773502691896258,3,-4.618802153517005
2025-06-22,Comcast,Frontier,"Rockford, IL",0,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-22,Comcast,Spectrum,"Nashville, TN",0,19.0,9.666666666666666,3.214550253664318,3,2.9034647452451914
2025-06-22,Comcast,Verizon,"New York, NY",0,37.0,5.222222222222222,5.97448277631164,9,5.318916961945928
2025-06-22,Comcast,AT&T,"Salt Lake City, UT",0,8.0,2.0,1.0,3,6.0
2025-06-22,Comcast,Spectrum,"Pittsburgh, PA",0,22.0,5.142857142857143,5.871642911161277,7,2.870941423413111
2025-06-22,Comcast,Spectrum,"New York, NY",0,18.0,4.4,5.295700562196133,10,2.568121033331247
2025-06-22,Comcast,Cox Communications,"Boston, MA",0,8.0,2.4,2.073644135332772,5,2.7005598041543077
2025-06-22,Comcast,Verizon FWA,"Boston, MA",0,6.0,2.0,1.4142135623730951,6,2.82842712474619
2025-06-22,Comcast,Google Fiber,"Houston, TX",0,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-22,Comcast,Tachus,"Houston, TX",0,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-22,Comcast,Verizon,"Springfield-Holyoke, MA",0,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-22,Comcast,Verizon,"Seattle-Tacoma, WA",0,8.0,3.0,1.0,3,5.0
2025-06-22,Comcast,Frontier,"San Francisco-Oakland-San Jose, CA",0,10.0,3.6666666666666665,2.0816659994661326,3,3.042434922296656
2025-06-22,Comcast,AT&T,"Sacramento-Stockton-Modesto, CA",0,44.0,19.333333333333332,5.507570547286101,3,4.478683741749139
2025-06-22,Comcast,AT&T,"Seattle-Tacoma, WA",0,19.0,9.666666666666666,1.1547005383792517,3,8.08290376865476
2025-06-22,Comcast,Spectrum,"Richmond-Petersburg, VA",0,11.0,5.666666666666667,2.081665999466133,3,2.5620504608813937
2025-06-22,Comcast,AT&T,"Detroit, MI",0,44.0,27.0,4.58257569495584,3,3.709704134011871
2025-06-22,Comcast,Cable One,"Seattle-Tacoma, WA",0,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-22,Comcast,Frontier,"Boston, MA",0,10.0,2.4285714285714284,2.5071326821120348,7,3.0199552761804056
2025-06-22,Comcast,Frontier,"Miami-Ft. Lauderdale, FL",0,8.0,2.3333333333333335,2.0816659994661326,3,2.7221786146864813
2025-06-22,Comcast,T-Mobile FWA,"Little Rock-Pine Bluff, AR",0,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-22,Comcast,WOW!,"Detroit, MI",0,14.0,7.333333333333333,1.5275252316519468,3,4.364357804719847
2025-06-22,Comcast,Verizon,"Chicago, IL",0,16.0,4.0,3.082207001484488,5,3.893314107138301
2025-06-22,Comcast,T-Mobile FWA,"West Palm Beach-Ft. Pierce, FL",0,9.0,5.333333333333333,1.1547005383792517,3,3.1754264805429417
2025-06-22,Comcast,T-Mobile FWA,"Tucson, AZ",0,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-06-22,Comcast,TDS Telecom,"Chicago, IL",0,6.0,1.3333333333333333,1.5275252316519465,3,3.055050463303894
2025-06-22,Comcast,Verizon,"Wilkes Barre-Scranton-Hazleton, PA",0,0.0,1.6666666666666667,0.5773502691896258,3,-2.8867513459481287
2025-06-22,Comcast,Verizon,"South Bend-Elkhart, IN",0,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-22,Comcast,Cable One,"Savannah, GA",0,4.0,1.25,0.9574271077563381,4,2.8722813232690143
2025-06-22,Comcast,Spectrum,"Charleston, SC",0,9.0,2.3333333333333335,0.5773502691896257,3,11.547005383792515
2025-06-22,Comcast,Spectrum,"Tallahassee, FL-Thomasville, GA",0,9.0,2.0,1.0,3,7.0
2025-06-22,Comcast,Verizon,"Atlanta, GA",0,14.0,3.6666666666666665,1.1547005383792517,3,8.948929172439199
2025-06-22,Comcast,Atlantic Broadband,"Philadelphia, PA",0,0.0,1.2,0.4472135954999579,5,-2.6832815729997477
2025-06-22,Comcast,AT&T,"Colorado Springs-Pueblo, CO",0,10.0,2.0,1.0,3,8.0
2025-06-22,Comcast,CenturyLink,"Hartford & New Haven, CT",0,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-22,Comcast,AT&T,"Johnstown-Altoona-State College, PA",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Comcast,Frontier,"Detroit, MI",0,6.0,2.3333333333333335,1.1547005383792515,3,3.1754264805429417
2025-06-22,Comcast,Spectrum,"Flint-Saginaw-Bay City, MI",0,7.0,4.333333333333333,0.5773502691896257,3,4.618802153517007
2025-06-22,Comcast,Spectrum,"Springfield-Holyoke, MA",0,10.0,5.333333333333333,1.5275252316519465,3,3.055050463303894
2025-06-22,Comcast,Starlink,"Boston, MA",0,2.0,0.8333333333333334,0.408248290463863,6,2.8577380332470406
2025-06-22,Comcast,T-Mobile FWA,"Springfield-Holyoke, MA",0,4.0,0.6666666666666666,0.5773502691896258,3,5.773502691896257
2025-06-22,Comcast,Spectrum,"Providence, RI-New Bedford, MA",0,8.0,3.0,1.7320508075688772,3,2.886751345948129
2025-06-22,Comcast,AT&T,"Tampa-St. Petersburg, FL",0,5.0,1.6666666666666667,0.5773502691896257,3,5.773502691896257
2025-06-22,Comcast,Starlink,"Colorado Springs-Pueblo, CO",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Comcast,T-Mobile FWA,"South Bend-Elkhart, IN",0,4.0,0.6,0.5477225575051662,5,6.207522318391882
2025-06-22,Comcast,AT&T,"Tallahassee, FL-Thomasville, GA",0,4.0,0.6666666666666666,1.1547005383792517,3,2.8867513459481287
2025-06-22,Comcast,Cox Communications,"Houston, TX",0,10.0,2.0,1.7320508075688772,3,4.618802153517007
2025-06-22,Comcast,Google Fiber,"Washington, DC",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Comcast,Spectrum,"Orlando-Daytona Beach-Melbourne, FL",0,8.0,13.333333333333334,1.1547005383792515,3,-4.618802153517007
2025-06-22,Comcast,Spectrum,"Salt Lake City, UT",0,7.0,5.333333333333333,0.5773502691896257,3,2.8867513459481295
2025-06-22,Comcast,Armstrong,"Pittsburgh, PA",0,0.0,4.333333333333333,0.5773502691896257,3,-7.505553499465135
2025-06-22,Comcast,Astound Broadband,"Portland, OR",0,3.0,1.0,0.7071067811865476,5,2.82842712474619
2025-06-22,Comcast,Spectrum,"Albuquerque-Santa Fe, NM",0,11.0,5.0,1.0,3,6.0
2025-06-22,Comcast,Spectrum,"Spokane, WA",0,6.0,0.6666666666666666,1.1547005383792517,3,4.618802153517005
2025-06-22,Comcast,T-Mobile FWA,"Kansas City, MO",0,0.0,2.6666666666666665,0.5773502691896257,3,-4.618802153517006
2025-06-22,Comcast,Spectrum,"Fresno-Visalia, CA",0,17.0,9.333333333333334,2.0816659994661326,3,3.6829475375170038
2025-06-22,Comcast,Brightspeed,"Roanoke-Lynchburg, VA",0,5.0,2.6666666666666665,0.5773502691896258,3,4.04145188432738
2025-06-22,Comcast,Starlink,"Seattle-Tacoma, WA",0,4.0,2.3333333333333335,0.5773502691896258,3,2.886751345948128
2025-06-22,Comcast,Spectrum,"San Francisco-Oakland-San Jose, CA",0,44.0,21.333333333333332,6.6583281184793925,3,3.404257985387961
2025-06-22,Consolidated,Spectrum,"Portland-Auburn, ME",0,24.0,7.5,6.5038450166036395,6,2.536960822079434
2025-06-22,Consolidated,Comcast,"Boston, MA",0,18.0,10.666666666666666,1.1547005383792515,3,6.350852961085884
2025-06-22,Cox Communications,AT&T,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",0,4.0,2.3333333333333335,0.5773502691896258,3,2.886751345948128
2025-06-22,Cox Communications,Verizon,"Providence, RI-New Bedford, MA",0,5.0,1.5,1.2909944487358056,4,2.711088342345192
2025-06-22,Cox Communications,Comcast,"Providence, RI-New Bedford, MA",0,14.0,5.0,2.70801280154532,4,3.323470256441984
2025-06-22,Cox Communications,Comcast,"Providence, RI-New Bedford, MA",0,1.0,6.333333333333333,0.5773502691896257,3,-9.237604307034012
2025-06-22,Cox Communications,Comcast,"Washington, DC",0,6.0,2.0,1.0,3,4.0
2025-06-22,Cox Communications,Verizon,"Las Vegas, NV",0,4.0,0.6666666666666666,0.5773502691896258,3,5.773502691896257
2025-06-22,Cox Communications,Verizon FWA,"Phoenix, AZ",0,10.0,2.6666666666666665,0.5773502691896258,3,12.701705922171767
2025-06-22,Cox Communications,Comcast,"Lafayette, LA",0,0.0,2.3333333333333335,0.5773502691896258,3,-4.04145188432738
2025-06-22,Cox Communications,Comcast,"Gainesville, FL",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Cox Communications,Verizon,"Norfolk-Portsmouth-Newport News, VA",0,12.0,4.0,2.943920288775949,4,2.7174648819470297
2025-06-22,Cox Communications,CenturyLink,"Phoenix, AZ",0,24.0,33.666666666666664,3.055050463303893,3,-3.164159408421889
2025-06-22,Empire Access,Spectrum,"Elmira, NY",0,0.0,3.3333333333333335,0.5773502691896258,3,-5.773502691896257
2025-06-22,Fastbridge Fiber,Comcast,"Philadelphia, PA",0,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-22,Frontier,Spectrum,"Tampa-St. Petersburg, FL",0,61.0,81.33333333333333,4.725815626252606,3,-4.30260825673745
2025-06-22,Frontier,Spectrum,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",0,3.0,0.8333333333333334,0.752772652709081,6,2.8782483780053094
2025-06-22,Frontier,Cable One,"Dallas-Ft. Worth, TX",0,5.0,2.3333333333333335,0.5773502691896257,3,4.618802153517006
2025-06-22,Frontier,Spectrum,"Los Angeles, CA",0,58.0,73.33333333333333,2.0816659994661335,3,-7.365895075034003
2025-06-22,Frontier,Comcast,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",0,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-22,Frontier,T-Mobile FWA,"Tampa-St. Petersburg, FL",0,1.0,5.666666666666667,0.5773502691896257,3,-8.082903768654761
2025-06-22,Frontier,WOW!,"Tampa-St. Petersburg, FL",0,4.0,1.3333333333333333,0.5773502691896257,3,4.618802153517007
2025-06-22,Frontier,Buckeye,"Grand Rapids-Kalamazoo-Battle Creek, MI",0,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-22,Frontier,Google Fiber,"Los Angeles, CA",0,0.0,1.6666666666666667,0.5773502691896258,3,-2.8867513459481287
2025-06-22,Frontier,Spectrum,"Wilkes Barre-Scranton-Hazleton, PA",0,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-22,Frontier,Comcast,"Ft. Wayne, IN",0,4.0,7.333333333333333,0.5773502691896258,3,-5.773502691896256
2025-06-22,Frontier,AT&T,"Los Angeles, CA",0,9.0,6.333333333333333,0.5773502691896258,3,4.618802153517006
2025-06-22,Frontier,Spectrum,"Hartford & New Haven, CT",0,19.0,10.666666666666666,2.3094010767585034,3,3.608439182435161
2025-06-22,FyberCom,CenturyLink,"Idaho Falls-Pocatello, ID",0,5.0,2.0,1.0,3,3.0
2025-06-22,Gearheart Communications,Altice,"Charleston-Huntington, WV",0,4.0,0.75,0.9574271077563381,4,3.3945142911361077
2025-06-22,Google Fiber,AT&T,"San Antonio, TX",0,11.0,4.666666666666667,2.516611478423583,3,2.516611478423583
2025-06-22,Google Fiber,T-Mobile FWA,"Austin, TX",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Google Fiber,Comcast,"Raleigh-Durham, NC",0,1.0,3.3333333333333335,0.5773502691896257,3,-4.041451884327381
2025-06-22,Google Fiber,Comcast,"Nashville, TN",0,5.0,1.3333333333333333,1.1547005383792517,3,3.1754264805429417
2025-06-22,Google Fiber,Spectrum,"Charlotte, NC",0,8.0,4.333333333333333,0.5773502691896258,3,6.3508529610858835
2025-06-22,Home Telephone Company,Spectrum,"Charleston, SC",0,4.0,1.3333333333333333,0.5773502691896257,3,4.618802153517007
2025-06-22,Horry,Comcast,"Myrtle Beach-Florence, SC",0,9.0,2.3333333333333335,2.0816659994661326,3,3.2025630761017427
2025-06-22,Hotwire Fision,Comcast,"West Palm Beach-Ft. Pierce, FL",0,8.0,1.6666666666666667,1.5275252316519468,3,4.146139914483855
2025-06-22,Hunter@Home,Spectrum,"Medford-Klamath Falls, OR",0,4.0,1.6666666666666667,0.5773502691896258,3,4.04145188432738
2025-06-22,Lumos,Spectrum,"Greensboro-High Point-Winston Salem, NC",0,16.0,7.333333333333333,2.081665999466133,3,4.163331998932265
2025-06-22,Mediacom,Cox Communications,"Mobile, AL-Pensacola, FL",0,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-06-22,Metronet,Spectrum,"Grand Rapids-Kalamazoo-Battle Creek, MI",0,0.0,1.6666666666666667,0.5773502691896258,3,-2.8867513459481287
2025-06-22,Midcontinent,Verizon FWA,"Fargo, ND",0,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-06-22,North Central Communications,Comcast,"Nashville, TN",0,2.0,0.25,0.5,4,3.5
2025-06-22,Norvado,Spectrum,"Duluth, MN-Superior, WI",0,4.0,0.3333333333333333,0.5773502691896258,3,6.350852961085883
2025-06-22,Paul Bunyan Communications,Comcast,"Minneapolis-St. Paul, MN",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Rise Broadband,Spectrum,"San Antonio, TX",0,0.0,3.0,1.0,3,-3.0
2025-06-22,Rise Broadband,Comcast,"Denver, CO",0,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-06-22,SRT Communications,Midcontinent,"Minot-Bismarck-Dickinson, ND",0,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-22,Scott County Telephone Cooperative,Spectrum,"Tri-Cities, TN-VA",0,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-06-22,Sonic,AT&T,"San Francisco-Oakland-San Jose, CA",0,7.0,3.3333333333333335,0.5773502691896258,3,6.350852961085883
2025-06-22,Spectrum,Cox Communications,"Honolulu, HI",0,0.0,4.333333333333333,1.5275252316519465,3,-2.836832573067901
2025-06-22,Spectrum,Atlantic Broadband,"Columbus, OH",0,10.0,6.333333333333333,0.5773502691896257,3,6.350852961085884
2025-06-22,Spectrum,Altice,"Cincinnati, OH",0,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-22,Spectrum,Comcast,"Los Angeles, CA",0,70.0,42.333333333333336,5.8594652770823155,3,4.721705029105166
2025-06-22,Spectrum,Comcast,"Billings, MT",0,0.0,1.4,0.5477225575051662,5,-2.5560386016907746
2025-06-22,Spectrum,Atlantic Telephone Cooperative,"Myrtle Beach-Florence, SC",0,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-06-22,Spectrum,Comcast,"Traverse City-Cadillac, MI",0,21.0,13.0,1.0,3,8.0
2025-06-22,Spectrum,AT&T,"Wichita-Hutchinson, KS Plus",0,11.0,2.3333333333333335,0.5773502691896257,3,15.01110699893027
2025-06-22,Spectrum,Altice,"Cleveland-Akron, OH",0,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-22,Spectrum,Cincinnati Bell,"Tampa-St. Petersburg, FL",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Spectrum,Comcast,"Cincinnati, OH",0,14.0,3.0,2.82842712474619,7,3.8890872965260117
2025-06-22,Spectrum,AT&T,"San Antonio, TX",0,37.0,25.666666666666668,3.785938897200183,3,2.9935330815071204
2025-06-22,Spectrum,Comcast,"Sacramento-Stockton-Modesto, CA",0,1.0,4.666666666666667,1.1547005383792517,3,-3.1754264805429417
2025-06-22,Spectrum,Astound Broadband,"Los Angeles, CA",0,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-06-22,Spectrum,Comcast,"Tampa-St. Petersburg, FL",0,65.0,40.333333333333336,6.027713773341709,3,4.092209350709048
2025-06-22,Spectrum,Altice,"Orlando-Daytona Beach-Melbourne, FL",0,8.0,4.666666666666667,0.5773502691896258,3,5.773502691896256
2025-06-22,Spectrum,Comcast,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",0,18.0,5.571428571428571,4.503966505838413,7,2.759472436675648
2025-06-22,Spectrum,Comcast,"Rochester, NY",0,11.0,4.333333333333333,2.081665999466133,3,3.2025630761017423
2025-06-22,Spectrum,Brightspeed,"Norfolk-Portsmouth-Newport News, VA",0,0.0,1.75,0.5,4,-3.5
2025-06-22,Spectrum,Comcast,"Montgomery-Selma, AL",0,10.0,2.0,1.0,3,8.0
2025-06-22,Spectrum,Brightspeed,"Raleigh-Durham, NC",0,22.0,13.333333333333334,2.5166114784235836,3,3.443784128369113
2025-06-22,Spectrum,Comcast,"Boston, MA",0,12.0,3.8,2.16794833886788,5,3.7823779529184285
2025-06-22,Spectrum,Verizon,"Los Angeles, CA",0,14.0,6.333333333333333,1.5275252316519465,3,5.019011475427825
2025-06-22,Spectrum,Verizon,"Boston, MA",0,0.0,3.25,1.2583057392117916,4,-2.5828380962768356
2025-06-22,Spectrum,Sonic,"Los Angeles, CA",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Spectrum,Starlink,"Greensboro-High Point-Winston Salem, NC",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Spectrum,Ziply Fiber,"Spokane, WA",0,0.0,1.1666666666666667,0.408248290463863,6,-2.8577380332470415
2025-06-22,Spectrum,Verizon FWA,"Beaumont-Port Arthur, TX",0,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-22,Spectrum,Horry,"Myrtle Beach-Florence, SC",0,3.0,5.333333333333333,0.5773502691896258,3,-4.04145188432738
2025-06-22,Spectrum,Verizon,"Albany-Schenectady-Troy, NY",0,7.0,3.3333333333333335,1.0327955589886446,6,3.550234734023465
2025-06-22,Spectrum,Windstream,"Cincinnati, OH",0,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-06-22,Spectrum,T-Mobile FWA,"Kansas City, MO",0,5.0,1.0,1.1547005383792515,7,3.464101615137755
2025-06-22,Spectrum,Verizon,"Milwaukee, WI",0,6.0,1.0,1.0,3,5.0
2025-06-22,Spectrum,T-Mobile FWA,"Charleston, SC",0,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-22,Spectrum,Verizon FWA,"Norfolk-Portsmouth-Newport News, VA",0,4.0,0.3333333333333333,0.5163977794943222,6,7.100469468046931
2025-06-22,Spectrum,T-Mobile FWA,"Madison, WI",0,3.0,1.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Spectrum,Ziply Fiber,"Medford-Klamath Falls, OR",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Spectrum,Starlink,"Dallas-Ft. Worth, TX",0,4.0,1.0,1.0,3,3.0
2025-06-22,Spectrum,Comcast,"Syracuse, NY",0,15.0,6.333333333333333,1.1547005383792515,3,7.505553499465137
2025-06-22,Spectrum,Comcast,"Norfolk-Portsmouth-Newport News, VA",0,6.0,1.6666666666666667,0.816496580927726,6,5.307227776030219
2025-06-22,Spectrum,Comcast,"Louisville, KY",0,10.0,2.0,1.224744871391589,5,6.531972647421809
2025-06-22,Spectrum,Comcast,"Hartford & New Haven, CT",0,8.0,3.0,1.0,3,5.0
2025-06-22,Spectrum,Comcast,"Lexington, KY",0,9.0,3.3333333333333335,1.5275252316519468,3,3.70970413401187
2025-06-22,Spectrum,Frontier,"Corpus Christi, TX",0,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-22,Spectrum,AT&T,"Bakersfield, CA",0,14.0,4.333333333333333,2.081665999466133,3,4.643716460347527
2025-06-22,Spectrum,Windstream,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",0,2.0,0.8,0.4472135954999579,5,2.6832815729997477
2025-06-22,Spectrum,Frontier,"Flint-Saginaw-Bay City, MI",0,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-22,Spectrum,AT&T,"Sacramento-Stockton-Modesto, CA",0,3.0,1.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-22,Spectrum,Starlink,"Los Angeles, CA",0,6.0,2.0,1.0,3,4.0
2025-06-22,Spectrum,CenturyLink,"Honolulu, HI",0,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-22,Spectrum,Windstream,"Tampa-St. Petersburg, FL",0,0.0,2.3333333333333335,0.5773502691896257,3,-4.041451884327381
2025-06-22,Spectrum,T-Mobile FWA,"Rochester, NY",0,1.0,2.6666666666666665,0.5773502691896257,3,-2.8867513459481287
2025-06-22,Spectrum,Windstream,"Greensboro-High Point-Winston Salem, NC",0,4.0,2.3333333333333335,0.5773502691896258,3,2.886751345948128
2025-06-22,Spectrum,T-Mobile FWA,"Buffalo, NY",0,5.0,2.0,1.0,3,3.0
2025-06-22,Spectrum,WOW!,"Detroit, MI",0,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-22,Spectrum,Race Communications,"Los Angeles, CA",0,5.0,3.3333333333333335,0.5773502691896258,3,2.886751345948128
2025-06-22,Spectrum,Comcast,"Atlanta, GA",0,22.0,15.666666666666666,2.309401076758503,3,2.742413778650723
2025-06-22,Spectrum,Comcast,"San Antonio, TX",0,21.0,7.0,2.6457513110645907,3,5.2915026221291805
2025-06-22,Spectrum,Comcast,"Columbus, GA",0,3.0,0.8571428571428571,0.6900655593423543,7,3.1052950170405937
2025-06-22,Spectrum,Cox Communications,"Greensboro-High Point-Winston Salem, NC",0,4.0,1.3333333333333333,0.5773502691896257,3,4.618802153517007
2025-06-22,Spectrum,AT&T,"Binghamton, NY",0,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-22,Spectrum,Altice,"Wichita-Hutchinson, KS Plus",0,4.0,1.0,1.0,3,3.0
2025-06-22,Spectrum,Brightspeed,"Green Bay-Appleton, WI",0,4.0,1.5,0.7071067811865476,2,3.5355339059327373
